provider_id,prompt_id,test,prompt,result,error,duration_ms,passed,expected,timestamp
gpt-4o-mini,prompt-1,test-1,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-2,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-3,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-4,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",True,,,False,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-5,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-6,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-7,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-8,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-9,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-10,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-11,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-12,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-13,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-14,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",True,,,False,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-15,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-16,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-17,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-18,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-19,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-20,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-21,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-22,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-23,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-24,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-25,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-26,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-27,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",False,,,True,false,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-28,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",True,,,True,true,2025-09-17T17:49:47+00:00
gpt-4o-mini,prompt-1,test-29,"You are an expert in political rhetoric around American elections.
Categorize the following social media posts by whether or not they include a personal insult about Kamala Harris's intelligence, and ",True,,,False,false,2025-09-17T17:49:47+00:00
